,x,y,time,theta
440.0,810.0,415.0,15.307494640350342,0.013633550184193877
441.0,833.8157958984375,606.4999389648438,15.342931747436523,0.15418107895400823
442.0,822.5,588.5,15.375510692596436,0.14114095004112176
443.0,822.1265869140625,514.9322509765625,15.407044172286987,0.08745729262008689
444.0,829.5,603.5,15.443010568618774,0.15201045636398414
445.0,830.0,597.0,15.474914312362671,0.14730363233029842
446.0,819.566650390625,607.4486083984375,15.5069899559021,0.15486726775372245
447.0,834.2446899414062,593.0382080078125,15.542956352233887,0.14443231550694047
448.0,831.0,603.0,15.575308799743652,0.1516485730744187
449.0,825.0,409.5,15.607421398162842,0.00954345468762613
450.0,830.1384887695312,629.1741943359375,15.643498420715332,0.17055166655321252
451.0,831.2256469726562,622.5594482421875,15.67505145072937,0.16578241594296073
452.0,834.7130126953125,578.1025390625,15.707193374633789,0.13359098292276722
453.0,829.5,412.0,15.7430579662323,0.011402914675119502
454.0,825.0744018554688,588.6287231445312,15.7749924659729,0.1412343409230184
455.0,815.5,579.5,15.807100296020508,0.13460646473060794
456.0,827.4906616210938,920.9371337890625,15.843002557754517,0.37491188022937033
457.0,830.8265380859375,594.1790771484375,15.87551736831665,0.14525935428595876
458.0,847.5,410.0,15.907124042510986,0.009915389949160025
459.0,831.7533569335938,605.026123046875,15.943560600280762,0.15311482693285716
460.0,830.5,600.5,15.974937677383423,0.1498387056828001
461.0,821.62939453125,609.8374633789062,16.007115840911865,0.15659468442470553
462.0,829.9232788085938,586.4573974609375,16.042922496795654,0.13965874484434238
463.0,831.0,601.5,16.075089693069458,0.15056274274834208
464.0,823.5,413.5,16.107306003570557,0.012518330416479762
465.0,811.3950805664062,608.3117065429688,16.14299774169922,0.15549146672484704
466.0,830.8286743164062,609.913330078125,16.174954414367676,0.15664953342351928
467.0,848.5,403.0,16.207512140274048,0.004706340804178533
468.0,826.0,594.0,16.242922067642212,0.14512954792883764
469.0,832.0,594.0,16.275739431381226,0.14512954792883764
470.0,836.466796875,574.9188232421875,16.306941032409668,0.13127664987401344
471.0,839.4120483398438,596.692626953125,16.34303569793701,0.14708093001719486
472.0,836.8668212890625,397.8296203613281,16.374985456466675,0.0008561224650214805
473.0,830.0,408.0,16.406936645507812,0.00842751949240439
474.0,826.74267578125,603.5831909179688,16.443201541900635,0.1520706642490408
475.0,833.0057983398438,570.3504028320312,16.475257635116577,0.1279536866004169
476.0,833.4290161132812,592.3634643554688,16.507564306259155,0.14394310762486856
477.0,829.5,591.0,16.543187618255615,0.14295439329573661
478.0,824.0,594.0,16.575063467025757,0.14512954792883764
479.0,824.9671020507812,587.2366943359375,16.61104917526245,0.1402242960694196
480.0,830.0,602.0,16.64372444152832,0.15092471624664017
481.0,834.0,595.5,16.675005435943604,0.14621672418039738
482.0,829.5,606.5,16.71098494529724,0.15418112310528076
483.0,834.642578125,409.80572509765625,16.74289321899414,0.009770877141447754
484.0,828.5,571.5,16.775072813034058,0.12879010368811056
485.0,830.5,559.0,16.811091661453247,0.11968730594182425
486.0,834.0236206054688,588.7733764648438,16.842998266220093,0.14133928709064325
487.0,822.7224731445312,582.8887939453125,16.87575340270996,0.13706802648011174
488.0,831.26220703125,570.408447265625,16.91149091720581,0.12799592187199538
489.0,832.0454711914062,572.5530395507812,16.94300127029419,0.12955613431208857
490.0,831.0,602.5,16.97556710243225,0.15128665969532012
491.0,831.1875,603.3125,17.010947465896606,0.15187475365778025
492.0,834.0,610.5,17.043224811553955,0.15707365187049532
493.0,829.0,602.0,17.07630181312561,0.15092471624664017
494.0,818.0574951171875,608.41796875,17.111183881759644,0.15556831009977073
495.0,823.5,933.0,17.14334726333618,0.38308439702890223
496.0,833.5,590.0,17.175604820251465,0.14222910467510702
497.0,826.5,602.0,17.211246490478516,0.15092471624664017
498.0,832.228271484375,586.6737670898438,17.243486166000366,0.13981577575369192
499.0,833.0,599.0,17.27509069442749,0.14875242521207305
500.0,853.0331420898438,402.8625793457031,17.310882806777954,0.004604037294829277
501.0,845.0,421.0,17.343655347824097,0.018092456695695758
502.0,837.5,595.5,17.375174045562744,0.14621672418039738
503.0,830.213623046875,581.4095458984375,17.411602020263672,0.13599369112149556
504.0,831.33642578125,582.5202026367188,17.443503618240356,0.13680035315324518
505.0,826.5,577.0,17.475594997406006,0.13278964929935316
506.0,826.7293701171875,600.8203735351562,17.510921001434326,0.15007068106429522
507.0,826.02099609375,581.2921752929688,17.54318356513977,0.135908437265153
508.0,826.2053833007812,560.0,17.5751314163208,0.12041618477946031
509.0,815.8930053710938,613.3330688476562,17.611034393310547,0.15912115923709436
510.0,845.0,428.5,17.64315366744995,0.023661603638965856
511.0,828.5,596.0,17.675188541412354,0.146579056712919
512.0,855.5,417.0,17.710980653762817,0.015120203917609154
513.0,836.5,560.0,17.743278980255127,0.12041618477946031
514.0,863.0,415.0,17.77501630783081,0.013633550184193877
515.0,829.5469970703125,588.129150390625,17.810942888259888,0.1408718812626834
